0	0	0	0
0	1	0.0586667	-0.000200158
0	2	0.115667	-0.000608211
0	3	0.170667	-0.00124832
0	4	0.223667	-0.00211698
0	5	0.274667	-0.00320246
0	6	0.323667	-0.00448959
0	7	0.370667	-0.00596108
0	8	0.415667	-0.00759814
0	9	0.458667	-0.00938079
0	10	0.499667	-0.0112881
0	11	0.538667	-0.0132984
0	12	0.575667	-0.0153896
0	13	0.610667	-0.0175393
0	14	0.643667	-0.0197249
0	15	0.674667	-0.0219238
0	16	0.703667	-0.0241138
0	17	0.730667	-0.026273
0	18	0.755667	-0.0283799
0	19	0.778667	-0.0304139
0	20	0.799667	-0.0323551
0	21	0.818667	-0.0341847
0	22	0.835667	-0.0358847
0	23	0.850667	-0.0374387
0	24	0.863667	-0.0388315
0	25	0.874667	-0.0400493
0	26	0.883667	-0.04108
0	27	0.890667	-0.0419131
0	28	0.895667	-0.04254
0	29	0.898667	-0.0429538
0	30	0.899667	-0.0431496
0	31	0.898667	-0.0431247
0	32	0.895667	-0.0428781
0	33	0.890667	-0.0424114
0	34	0.883667	-0.0417277
0	35	0.874667	-0.0408329
0	36	0.863667	-0.0397345
0	37	0.850667	-0.0384423
0	38	0.835667	-0.0369683
0	39	0.818667	-0.0353263
0	40	0.799667	-0.033532
0	41	0.778667	-0.031603
0	42	0.755667	-0.0295585
0	43	0.730667	-0.0274195
0	44	0.703667	-0.025208
0	45	0.674667	-0.0229474
0	46	0.643667	-0.0206621
0	47	0.610667	-0.0183773
0	48	0.575667	-0.0161187
0	49	0.538667	-0.0139121
0	50	0.499667	-0.0117835
0	51	0.458667	-0.00975878
0	52	0.415667	-0.0078629
0	53	0.370667	-0.00612015
0	54	0.323667	-0.00455359
0	55	0.274667	-0.00318483
0	56	0.223667	-0.00203378
0	57	0.170667	-0.00111869
0	58	0.115667	-0.000457016
0	59	0.0586667	-6.96455e-05
0	60	0	0

1	0	0	0
1	1	0.0592749	-0.000370995
1	2	0.116715	-0.00119565
1	3	0.172175	-0.00248639
1	4	0.225621	-0.00423265
1	5	0.277039	-0.00641167
1	6	0.326425	-0.00899377
1	7	0.373775	-0.0119448
1	8	0.419086	-0.0152273
1	9	0.462357	-0.0188014
1	10	0.503584	-0.0226252
1	11	0.542768	-0.0266554
1	12	0.579908	-0.0308477
1	13	0.615002	-0.0351571
1	14	0.648051	-0.0395385
1	15	0.679056	-0.0439467
1	16	0.708016	-0.0483371
1	17	0.734933	-0.0526657
1	18	0.759808	-0.0568897
1	19	0.782642	-0.0609676
1	20	0.803437	-0.0648597
1	21	0.822196	-0.068528
1	22	0.838921	-0.071937
1	23	0.853613	-0.0750533
1	24	0.866277	-0.0778465
1	25	0.876915	-0.0802891
1	26	0.88553	-0.0823566
1	27	0.892127	-0.0840282
1	28	0.896707	-0.0852864
1	29	0.899276	-0.0861175
1	30	0.899838	-0.0865118
1	31	0.898395	-0.0864635
1	32	0.894953	-0.0859709
1	33	0.889516	-0.0850367
1	34	0.882088	-0.0836678
1	35	0.872673	-0.0818753
1	36	0.861276	-0.0796746
1	37	0.847901	-0.0770854
